numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
3440,Incidente Grave,2012-09-05,,RS,Sul,EXCURSÃO DE PISTA,PRI,Decolagem,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3440,Incidente Grave,2012-09-05,,RS,Sul,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3435,Incidente Grave,2012-09-16,,MG,Sudeste,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3434,Acidente,2012-09-14,GUARULHOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ESTRANGEIRA,Decolagem,Voo Regular,Substancial,,,0,0.0,0,220,0,2012,Não informado,5 - Substancial
3433,Acidente,2012-09-12,ALTO PARAÍSO,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Substancial,A-122-A,XAVANTE,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3486,Acidente,2012-09-07,GUIRATINGA,MT,Centro-Oeste,COLISÃO NO SOLO,TPP,Pouso,Voo Privado,Substancial,PA-32R-301T,PIPER AIRCRAFT,0,0.0,0,2,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5843,Incidente Grave,2014-05-09,CARAZINHO,RS,Sul,PERDA DE CONTROLE NO SOLO,S05,Pouso,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
1729,Acidente,2011-01-30,,PA,Norte,VOO CONTROLADO CONTRA O TERRENO,TPP,Não informado,Voo Privado,Não informado,182P,CESSNA AIRCRAFT,1,0.0,0,0,0,2011,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
3433,Acidente,2012-09-12,ALTO PARAÍSO,GO,Centro-Oeste,EXCURSÃO DE PISTA,PRI,Decolagem,Voo de Instrução,Substancial,A-122-A,XAVANTE,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3432,Acidente,2012-09-12,BALSAS,MA,Nordeste,OUTROS,TPP,Aproximação,Voo Privado,Substancial,EMB-810C,EMBRAER,0,0.0,0,4,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3363,Acidente,2012-08-14,TARUMIRIM,MG,Sudeste,COLISÃO COM AVE,TPP,Em rota,Voo Privado,Substancial,172M,CESSNA AIRCRAFT,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3360,Incidente Grave,2012-08-12,,AM,Norte,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,EMB-810C,EMBRAER,0,0.0,0,4,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3372,Acidente,2012-08-16,ATIBAIA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Subida,Voo Privado,Substancial,58,BEECH AIRCRAFT,0,0.0,0,2,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3366,Incidente Grave,2012-08-15,ITÁPOLIS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PRI,Pouso,Voo de Instrução,Substancial,152,CESSNA AIRCRAFT,0,0.0,0,1,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3413,Incidente Grave,2012-08-10,MANAUS,AM,Norte,PERDA DE CONTROLE NO SOLO,TPX,Decolagem,Táxi Aéreo,Nenhum,58,BEECH AIRCRAFT,0,0.0,0,1,0,2012,Particular Experimental,3 - Nenhum
3413,Incidente Grave,2012-08-10,MANAUS,AM,Norte,EXCURSÃO DE PISTA,TPX,Decolagem,Táxi Aéreo,Nenhum,58,BEECH AIRCRAFT,0,0.0,0,1,0,2012,Particular Experimental,3 - Nenhum
3353,Acidente,2012-08-08,PORTO SEGURO,BA,Nordeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Pouso,Voo Privado,Destruída,AS 350 B2,EUROCOPTER FRANCE,0,0.0,0,6,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
3412,Acidente,2012-08-31,ANGRA DOS REIS,RJ,Sudeste,OUTROS,TPX,Operação de Solo,Táxi Aéreo,Nenhum,AW109SP,AGUSTA,0,1.0,0,4,0,2012,Particular Experimental,3 - Nenhum
3402,Acidente,2012-08-25,ÁGUA CLARA,MS,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Em rota,Voo Privado,Destruída,210N,CESSNA AIRCRAFT,3,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
3399,Acidente,2012-08-22,PAUINI,AM,Norte,COLISÃO NO SOLO,TPX,Pouso,Táxi Aéreo,Substancial,EMB-720D,NEIVA,1,1.0,0,6,0,2012,Particular Experimental,5 - Substancial
3389,Incidente Grave,2012-08-20,,MG,Sudeste,OUTROS,TPP,Em rota,Voo Privado,Nenhum,U206D,CESSNA AIRCRAFT,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
3398,Acidente,2012-08-22,COUTO DE MAGALHÃES,TO,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Subida,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3396,Acidente,2012-08-21,RIO DE JANEIRO,RJ,Sudeste,OUTROS,TPP,Decolagem,Voo Privado,Substancial,PA-46R-350T,PIPER AIRCRAFT,2,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3395,Acidente,2012-08-21,PALMEIRA,PR,Sul,PERDA DE CONTROLE EM VOO,PRI,Manobra,Voo de Instrução,Substancial,AB-115,AERO BOERO,1,1.0,0,0,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3392,Acidente,2012-08-21,JURUÁ,AM,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPX,Em rota,Táxi Aéreo,Substancial,EMB-810D,NEIVA,0,0.0,5,4,0,2012,Particular Experimental,5 - Substancial
3391,Acidente,2012-08-20,BELO HORIZONTE,MG,Sudeste,POUSO AQUÉM/ALÉM DA PISTA,PRI,Aproximação,Voo de Instrução,Destruída,HB-350B,HELIBRAS,0,2.0,0,0,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),6 - Destruída
3385,Acidente,2012-08-19,ITAQUAQUECETUBA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Em rota,Voo Privado,Substancial,R44,ROBINSON HELICOPTER,0,0.0,3,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3382,Acidente,2012-08-18,SANTA BÁRBARA,SP,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,TPP,Em rota,Voo Privado,Destruída,EMB-711C,NEIVA,2,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
3492,Incidente Grave,2012-09-24,NOVA ARIPUANÃ,AM,Norte,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,EMB-721D,NEIVA,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3491,Acidente,2012-09-24,BELA VISTA DO PARAÍSO,PR,Sul,PERDA DE CONTROLE EM VOO,PRI,Manobra,Voo de Instrução,Substancial,152,CESSNA AIRCRAFT,0,0.0,0,1,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3382,Acidente,2012-08-18,SANTA BÁRBARA,SP,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,TPP,Em rota,Voo Privado,Destruída,EMB-711C,NEIVA,2,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
3378,Incidente Grave,2012-08-17,,RJ,Sudeste,EXCURSÃO DE PISTA,TPX,Pouso,Táxi Aéreo,Nenhum,560,CESSNA AIRCRAFT,0,0.0,0,3,0,2012,Particular Experimental,3 - Nenhum
3377,Acidente,2012-08-17,CAMPINAS,SP,Sudeste,OUTROS,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3552,Acidente,2012-10-18,CAMPINA GRANDE DO SUL,PR,Sul,PERDA DE CONTROLE EM VOO,PET,Manobra,Voo Privado,Destruída,EAGLE II,,2,0.0,0,0,0,2012,Protótipo Experimental,6 - Destruída
3377,Acidente,2012-08-17,CAMPINAS,SP,Sudeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3539,Acidente,2012-10-14,IBIRÁ,SP,Sudeste,INDETERMINADO,PET,Indeterminada,Voo Privado,Destruída,KR-2,,2,0.0,0,0,0,2012,Protótipo Experimental,6 - Destruída
3536,Acidente,2012-10-13,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ESTRANGEIRA,Pouso,Voo Regular,Substancial,,,0,0.0,0,3,0,2012,Não informado,5 - Substancial
3527,Acidente,2012-10-10,PORTO ALEGRE,RS,Sul,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,EMB-500,EMBRAER,0,0.0,0,5,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3527,Acidente,2012-10-10,PORTO ALEGRE,RS,Sul,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,EMB-500,EMBRAER,0,0.0,0,5,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3516,Acidente,2012-10-04,GURINHATÃ,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Em rota,Voo Privado,Leve,EXCEL CARGO,JOÃO ISMAEL VICENTINI,0,0.0,0,1,0,2012,Protótipo Experimental,4 - Leve
3515,Incidente Grave,2012-10-03,PORTO ALEGRE,RS,Sul,PERDA DE CONTROLE NO SOLO,PRI,Pouso,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3514,Acidente,2012-10-03,JUQUIÁ,SP,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Especializada,Operação Agrícola,Destruída,PA-25-260,PIPER AIRCRAFT,1,0.0,0,0,0,2012,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
3509,Incidente Grave,2012-10-02,ARTUR NOGUEIRA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Em rota,Voo de Instrução,Leve,CAP-4,CIA AERONAUTICA PAULISTA,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
3505,Incidente Grave,2012-09-28,CASCAVEL,PR,Sul,PERDA DE CONTROLE NO SOLO,TPR,Pouso,Voo Regular,Leve,ATR-72-212A,AEROSPATIALE AND ALENIA,0,0.0,0,53,0,2012,Transporte Aéreo Regular (Linhas Aéreas Comerciais),4 - Leve
3513,Incidente Grave,2012-10-03,TEFÉ,AM,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPX,Em rota,Táxi Aéreo,Leve,208B,CESSNA AIRCRAFT,0,0.0,0,12,0,2012,Particular Experimental,4 - Leve
3505,Incidente Grave,2012-09-28,CASCAVEL,PR,Sul,EXCURSÃO DE PISTA,TPR,Pouso,Voo Regular,Leve,ATR-72-212A,AEROSPATIALE AND ALENIA,0,0.0,0,53,0,2012,Transporte Aéreo Regular (Linhas Aéreas Comerciais),4 - Leve
3502,Acidente,2012-09-28,SÃO BORJA,RS,Sul,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo de Instrução,Substancial,CAP-4,CIA AERONAUTICA PAULISTA,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
3496,Acidente,2012-09-25,FOZ DO IGUAÇU,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,M24,Decolagem,Táxi Aéreo,Substancial,206B,BELL HELICOPTER,0,3.0,0,0,0,2012,Aeronaves de Construção Amadora (Vários modelos e pesos),5 - Substancial
3494,Acidente,2012-09-25,UBATUBA,SP,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Em rota,Voo Privado,Substancial,SR22,CIRRUS DESIGN,0,0.0,0,3,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3484,Incidente Grave,2012-08-30,CAMPINAS,SP,Sudeste,OUTROS,TPP,Pouso,Voo Privado,Desconhecida,PA-31T,PIPER AIRCRAFT,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),2 - Desconhecida
3482,Acidente,2012-09-24,UBERLÂNDIA,MG,Sudeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,210M,CESSNA AIRCRAFT,0,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3481,Acidente,2012-09-24,GUARULHOSS,SP,Sudeste,PERDA DE CONTROLE EM VOO,PRI,Manobra,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,0,0.0,0,2,0,2012,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5831,Incidente Grave,2014-05-03,TAUBATÉ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Nenhum,RANS S-10-AVIAO,,0,0.0,0,1,0,2014,Protótipo Experimental,3 - Nenhum
3480,Acidente,2012-09-24,ILHÉUS,BA,Nordeste,INDETERMINADO,TPP,Subida,Voo Privado,Destruída,EMB-810C,EMBRAER,2,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
3479,Acidente,2012-09-24,CANTÁ,RR,Norte,MÉDICO,TPX,Decolagem,Táxi Aéreo,Destruída,210L,CESSNA AIRCRAFT,1,0.0,0,0,0,2012,Particular Experimental,6 - Destruída
5770,Acidente,2014-04-06,CAMPO BONITO,PR,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Circuto de Tráfego,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,2,0,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
5768,Incidente Grave,2014-03-06,RIO BRANCO,AC,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPX,Táxi,Táxi Aéreo,Leve,EMB-810C,EMBRAER,0,0.0,0,3,0,2014,Particular Experimental,4 - Leve
3478,Acidente,2012-09-23,BELÉM,PA,Norte,COLISÃO NO SOLO,TPX,Estacionamento,Táxi Aéreo,Substancial,430,BELL HELICOPTER,0,0.0,3,0,0,2012,Particular Experimental,5 - Substancial
3476,Acidente,2012-09-22,TAPIRAMUTÁ,BA,Nordeste,PERDA DE CONTROLE EM VOO,S09,Manobra,Operação Especializada,Substancial,170A,CESSNA AIRCRAFT,0,1.0,0,0,0,2012,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
3475,Incidente Grave,2012-09-22,,BA,Nordeste,OUTROS,TPR,Pouso,Voo Regular,Nenhum,ATR-72-212A,AEROSPATIALE AND ALENIA,0,0.0,0,30,0,2012,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
3463,Acidente,2012-09-19,ITAMARAJU,BA,Nordeste,PERDA DE CONTROLE EM VOO,TPP,Em rota,Voo Privado,Destruída,EC 130 B4,EUROCOPTER FRANCE,1,0.0,0,0,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
5835,Acidente,2014-12-30,BELO HORIZONTE,MG,Sudeste,COMBUSTÍVEL,TPP,Descida,Voo Privado,Substancial,210L,CESSNA AIRCRAFT,0,1.0,0,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
3471,Incidente Grave,2012-09-21,,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Nenhum,EMB-720D,NEIVA,0,0.0,0,1,0,2012,Privada (Transporte de Pessoas e Bens sem fins lucrativos),3 - Nenhum
5829,Incidente Grave,2014-05-03,MARABÁ,PA,Norte,POUSO AQUÉM/ALÉM DA PISTA,ADE,Pouso,Operação Pública,Leve,208B,CESSNA AIRCRAFT,0,0.0,0,3,0,2014,Aeronave de Demonstração,4 - Leve
5828,Incidente Grave,2014-05-01,ITANHAÉM,SP,Sudeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,ST-10,SOCATA,0,0.0,0,2,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5826,Acidente,2014-04-27,"PEDRA PRETA,",MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Operação Agrícola,Substancial,EMB-202,NEIVA,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5751,Acidente,2014-03-26,POTIRENDABA,SP,Sudeste,PERDA DE CONTROLE EM VOO,S05,Especializada,Operação Agrícola,Substancial,EMB-201A,NEIVA,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
5824,Incidente Grave,2014-04-26,OROCÓ,PE,Nordeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ADF,Pairado,Operação Pública,Substancial,AS 355 N,EUROCOPTER FRANCE,0,0.0,0,6,0,2014,Aeronave de Fabricante (Testes de Voo),5 - Substancial
5838,Incidente Grave,2014-05-08,SÃO PAULO,SP,Sudeste,COLISÃO NO SOLO,TPP,Táxi,Voo Privado,Leve,EMB-810D,NEIVA,0,0.0,0,3,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
5823,Incidente Grave,2014-04-17,PATROCÍNIO,MG,Sudeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,402B,CESSNA AIRCRAFT,0,0.0,0,4,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5818,Acidente,2014-05-02,LUZIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,ADF,Aproximação,Operação Pública,Substancial,EC 120 B,EUROCOPTER FRANCE,0,0.0,0,3,0,2014,Aeronave de Fabricante (Testes de Voo),5 - Substancial
5822,Acidente,2014-04-17,CURITIBA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Pouso,Voo Privado,Substancial,177RG,CESSNA AIRCRAFT,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5819,Acidente,2014-05-03,AQUIRAZ,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Voo a baixa altura,Voo Privado,Substancial,206L-3,BELL HELICOPTER,0,0.0,0,6,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5815,Acidente,2014-04-22,DOM PEDRITO,RS,Sul,PERDA DE CONTROLE NO SOLO,S05,Pouso,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
5814,Acidente,2014-04-24,AMERICANA,SP,Sudeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,58,RAYTHEON AIRCRAFT,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5771,Acidente,2014-04-06,ARIPUAÑA,MT,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,TPP,Outras,Voo Privado,Substancial,EMB-720D,NEIVA,4,0.0,0,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5813,Acidente,2014-04-24,SOROCABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Pouso,Voo Privado,Substancial,PA-46-350P,PIPER AIRCRAFT,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5806,Acidente,2014-04-30,ITAITUBA,PA,Norte,PERDA DE CONTROLE EM VOO,TPP,Outras,Voo Privado,Destruída,T210N,CESSNA AIRCRAFT,2,0.0,0,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
5802,Acidente,2014-04-12,EDÉIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PET,Circuto de Tráfego,Voo Privado,Destruída,FOX NEWSTAR V7,EURIPIDES MOURA FERREIRA FILHO,0,0.0,0,2,0,2014,Protótipo Experimental,6 - Destruída
5812,Acidente,2014-04-23,TAQUARUSSU,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Especializada,Operação Agrícola,Substancial,EMB-201,NEIVA,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
5807,Incidente Grave,2014-04-30,CORRENTINA,BA,Nordeste,COLISÃO COM AVE,TPP,Corrida após pouso,Voo Privado,Substancial,58,BEECH AIRCRAFT,0,0.0,0,3,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5760,Acidente,2014-04-04,CORGUINHO,MS,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Aproximação,Voo Privado,Substancial,182T,CESSNA AIRCRAFT,0,0.0,0,2,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5758,Acidente,2014-04-07,ARAPONGAS,PR,Sul,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,95-B55,BEECH AIRCRAFT,0,0.0,0,2,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5758,Acidente,2014-04-07,ARAPONGAS,PR,Sul,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,95-B55,BEECH AIRCRAFT,0,0.0,0,2,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5754,Acidente,2014-03-28,BRASÍLIA,DF,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPR,Pouso,Voo Regular,Substancial,F28MK0100,FOKKER,0,1.0,0,48,0,2014,Transporte Aéreo Regular (Linhas Aéreas Comerciais),5 - Substancial
5753,Acidente,2014-03-29,BRAGANÇA PAULISTA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Pouso,Voo Privado,Substancial,182Q,CESSNA AIRCRAFT,0,0.0,0,3,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5750,Acidente,2014-03-26,DOM PEDRITO,RS,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Indeterminada,Operação Agrícola,Destruída,EMB-201A,NEIVA,1,0.0,0,0,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
5746,Acidente,2014-03-28,SANTA RITA DO ARAGUAIA,GO,Centro-Oeste,COLISÃO NO SOLO,TPX,Corrida após pouso,Táxi Aéreo,Substancial,EMB-810C,EMBRAER,0,0.0,0,5,0,2014,Particular Experimental,5 - Substancial
5741,Acidente,2014-03-23,RIBEIRÃO PRETO,SP,Sudeste,PERDA DE CONTROLE EM VOO,PRI,Em rota,Voo de Instrução,Substancial,R22 BETA,ROBINSON HELICOPTER,2,0.0,0,0,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5800,Acidente,2014-04-09,PATOS DE MINAS,MG,Sudeste,PERDA DE CONTROLE NO SOLO,TPP,Decolagem,Operação Agrícola,Substancial,EMB-202,EMBRAER,0,0.0,1,0,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5794,Incidente Grave,2014-04-16,RIO DE JANEIRO,RJ,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,PET,Pouso,Voo Privado,Nenhum,RV-10,MARCELO QUEIROZ DUARTE,0,0.0,0,2,0,2014,Protótipo Experimental,3 - Nenhum
5793,Incidente Grave,2014-04-20,CAICÓ,RN,Nordeste,PERDA DE CONTROLE NO SOLO,TPP,Pouso,Voo Privado,Substancial,210N,CESSNA AIRCRAFT,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5767,Acidente,2014-02-24,COTRIGUAÇU,MT,Centro-Oeste,INDETERMINADO,TPX,Indeterminada,Táxi Aéreo,Substancial,210L,CESSNA AIRCRAFT,1,1.0,0,0,0,2014,Particular Experimental,5 - Substancial
5766,Acidente,2014-03-18,JACAREACANGA,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPX,Descida,Táxi Aéreo,Nenhum,58,BEECH AIRCRAFT,5,0.0,0,0,5,2014,Particular Experimental,3 - Nenhum
5793,Incidente Grave,2014-04-20,CAICÓ,RN,Nordeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,210N,CESSNA AIRCRAFT,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5790,Acidente,2014-04-22,SÃO DESIDÉRIO,BA,Nordeste,PERDA DE CONTROLE EM VOO,TPP,Especializada,Operação Agrícola,Destruída,AT-502B,AIR TRACTOR,0,0.0,0,1,0,2014,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
5784,Acidente,2014-04-15,RIO GRANDE,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PRI,Subida,Voo de Instrução,Substancial,CAP-4,CIA AERONAUTICA PAULISTA,0,0.0,0,1,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5782,Incidente Grave,2014-04-09,GUARULHOS,SP,Sudeste,OUTROS,TPR,Aproximação,Voo Regular,Nenhum,F28MK0100,FOKKER,0,0.0,0,91,0,2014,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
